Date,Daily_Spending,Savings_Investment_Value,Total_Portfolio_Value,Portfolio_Return_YTD,Investment_Goal,Risk_Tolerance
2017-11-21,59.29,0.0,9907.19,0.0045,Wealth Accumulation,Medium
2017-11-22,62.28,7.68,9992.15,0.0078,Wealth Accumulation,Medium
2017-11-23,53.11,0.0,10016.13,0.0024,Wealth Accumulation,Medium
2017-11-24,46.03,0.0,9999.1,-0.0017,Wealth Accumulation,Medium
2017-11-25,48.05,0.0,9974.1,-0.0025,Wealth Accumulation,Medium
2017-11-26,42.97,9.89,9934.12,-0.005,Wealth Accumulation,Medium
2017-11-27,60.89,0.0,9991.74,0.0058,Wealth Accumulation,Medium
2017-11-28,44.97,0.0,9958.77,-0.0033,Wealth Accumulation,Medium
2017-11-29,54.14,0.0,9945.82,-0.0013,Wealth Accumulation,Medium
2017-11-30,48.1,0.0,9940.85,-0.0005,Wealth Accumulation,Medium
2017-12-01,53.7,8.58,9983.23,0.0034,Wealth Accumulation,Medium
2017-12-02,55.65,0.0,9993.21,0.001,Wealth Accumulation,Medium
2017-12-03,59.22,0.0,10044.17,0.0051,Wealth Accumulation,Medium
2017-12-04,46.76,7.71,10009.7,-0.0042,Wealth Accumulation,Medium
2017-12-05,42.85,0.0,9978.67,-0.0031,Wealth Accumulation,Medium
2017-12-06,45.37,0.0,10003.62,0.0025,Wealth Accumulation,Medium
2017-12-07,60.64,0.0,10004.62,0.0001,Wealth Accumulation,Medium
2017-12-08,60.12,7.44,10006.05,-0.0006,Wealth Accumulation,Medium
2017-12-09,54.59,0.0,9966.03,-0.004,Wealth Accumulation,Medium
2017-12-10,54.65,0.0,10049.74,0.0084,Wealth Accumulation,Medium
2017-12-11,55.95,0.0,10104.01,0.0054,Wealth Accumulation,Medium
2017-12-12,46.16,0.0,10071.68,-0.0032,Wealth Accumulation,Medium
2017-12-13,60.94,0.0,10031.39,-0.004,Wealth Accumulation,Medium
2017-12-14,51.03,7.9,10135.59,0.0096,Wealth Accumulation,Medium
2017-12-15,50.32,0.0,10188.3,0.0052,Wealth Accumulation,Medium
2017-12-16,53.04,0.0,10201.54,0.0013,Wealth Accumulation,Medium
2017-12-17,43.6,0.0,10257.65,0.0055,Wealth Accumulation,Medium
2017-12-18,45.99,7.28,10329.56,0.0063,Wealth Accumulation,Medium
2017-12-19,57.43,0.0,10398.76,0.0067,Wealth Accumulation,Medium
2017-12-20,44.33,0.0,10421.64,0.0022,Wealth Accumulation,Medium
2017-12-21,54.74,0.0,10436.23,0.0014,Wealth Accumulation,Medium
2017-12-22,47.59,6.87,10393.01,-0.0048,Wealth Accumulation,Medium
2017-12-23,50.47,8.29,10493.8,0.0089,Wealth Accumulation,Medium
2017-12-24,48.46,0.0,10535.77,0.004,Wealth Accumulation,Medium
2017-12-25,49.8,7.5,10522.2,-0.002,Wealth Accumulation,Medium
2017-12-26,57.07,0.0,10614.79,0.0088,Wealth Accumulation,Medium
2017-12-27,48.64,9.36,10716.5,0.0087,Wealth Accumulation,Medium
2017-12-28,54.02,0.0,10821.52,0.0098,Wealth Accumulation,Medium
2017-12-29,52.22,0.0,10909.18,0.0081,Wealth Accumulation,Medium
2017-12-30,55.98,0.0,11018.27,0.01,Wealth Accumulation,Medium
2017-12-31,61.44,0.0,11003.95,-0.0013,Wealth Accumulation,Medium
2018-01-01,57.36,0.0,11087.58,0.0076,Wealth Accumulation,Medium
2018-01-02,47.01,7.16,11175.68,0.0073,Wealth Accumulation,Medium
2018-01-03,43.34,8.97,11167.88,-0.0015,Wealth Accumulation,Medium
2018-01-04,47.96,0.0,11128.8,-0.0035,Wealth Accumulation,Medium
2018-01-05,54.62,0.0,11236.74,0.0097,Wealth Accumulation,Medium
2018-01-06,43.75,0.0,11230.0,-0.0006,Wealth Accumulation,Medium
2018-01-07,52.65,0.0,11320.97,0.0081,Wealth Accumulation,Medium
2018-01-08,54.66,0.0,11265.49,-0.0049,Wealth Accumulation,Medium
2018-01-09,49.42,0.0,11212.55,-0.0047,Wealth Accumulation,Medium
2018-01-10,58.15,7.07,11242.04,0.002,Wealth Accumulation,Medium
2018-01-11,44.87,0.0,11226.3,-0.0014,Wealth Accumulation,Medium
2018-01-12,44.24,0.0,11285.8,0.0053,Wealth Accumulation,Medium
2018-01-13,57.31,0.0,11325.3,0.0035,Wealth Accumulation,Medium
2018-01-14,52.65,0.0,11282.26,-0.0038,Wealth Accumulation,Medium
2018-01-15,56.52,0.0,11252.93,-0.0026,Wealth Accumulation,Medium
2018-01-16,51.45,0.0,11261.93,0.0008,Wealth Accumulation,Medium
2018-01-17,47.68,0.0,11237.16,-0.0022,Wealth Accumulation,Medium
2018-01-18,59.14,9.17,11323.86,0.0069,Wealth Accumulation,Medium
2018-01-19,58.75,9.37,11346.82,0.0012,Wealth Accumulation,Medium
2018-01-20,56.66,0.0,11305.97,-0.0036,Wealth Accumulation,Medium
2018-01-21,48.21,0.0,11331.98,0.0023,Wealth Accumulation,Medium
2018-01-22,54.57,0.0,11291.18,-0.0036,Wealth Accumulation,Medium
2018-01-23,49.99,7.11,11263.29,-0.0031,Wealth Accumulation,Medium
2018-01-24,44.6,9.02,11256.54,-0.0014,Wealth Accumulation,Medium
2018-01-25,61.12,0.0,11345.47,0.0079,Wealth Accumulation,Medium
2018-01-26,45.52,0.0,11446.44,0.0089,Wealth Accumulation,Medium
2018-01-27,61.79,0.0,11531.15,0.0074,Wealth Accumulation,Medium
2018-01-28,51.7,0.0,11531.15,0.0,Wealth Accumulation,Medium
2018-01-29,46.49,7.23,11528.0,-0.0009,Wealth Accumulation,Medium
2018-01-30,53.63,0.0,11564.89,0.0032,Wealth Accumulation,Medium
2018-01-31,60.25,0.0,11631.96,0.0058,Wealth Accumulation,Medium
2018-02-01,57.44,8.25,11755.37,0.0099,Wealth Accumulation,Medium
2018-02-02,58.93,0.0,11720.1,-0.003,Wealth Accumulation,Medium
2018-02-03,55.98,7.94,11677.65,-0.0043,Wealth Accumulation,Medium
2018-02-04,56.65,7.23,11747.94,0.0054,Wealth Accumulation,Medium
2018-02-05,59.79,9.45,11845.5,0.0075,Wealth Accumulation,Medium
2018-02-06,47.8,8.5,11945.21,0.0077,Wealth Accumulation,Medium
2018-02-07,52.6,0.0,12007.32,0.0052,Wealth Accumulation,Medium
2018-02-08,47.24,0.0,12118.99,0.0093,Wealth Accumulation,Medium
2018-02-09,62.57,0.0,12151.71,0.0027,Wealth Accumulation,Medium
2018-02-10,61.7,0.0,12257.43,0.0087,Wealth Accumulation,Medium
2018-02-11,43.61,8.2,12382.08,0.0095,Wealth Accumulation,Medium
2018-02-12,56.94,9.43,12486.85,0.0077,Wealth Accumulation,Medium
2018-02-13,61.34,0.0,12481.85,-0.0004,Wealth Accumulation,Medium
2018-02-14,46.44,0.0,12455.64,-0.0021,Wealth Accumulation,Medium
2018-02-15,54.2,7.02,12502.52,0.0032,Wealth Accumulation,Medium
2018-02-16,61.15,0.0,12525.02,0.0018,Wealth Accumulation,Medium
2018-02-17,43.52,0.0,12627.73,0.0082,Wealth Accumulation,Medium
2018-02-18,56.79,0.0,12583.53,-0.0035,Wealth Accumulation,Medium
2018-02-19,48.79,0.0,12569.69,-0.0011,Wealth Accumulation,Medium
2018-02-20,61.34,9.6,12658.48,0.0063,Wealth Accumulation,Medium
2018-02-21,62.27,0.0,12612.91,-0.0036,Wealth Accumulation,Medium
2018-02-22,61.74,7.04,12617.43,-0.0002,Wealth Accumulation,Medium
2018-02-23,52.34,0.0,12627.52,0.0008,Wealth Accumulation,Medium
2018-02-24,60.1,9.62,12691.44,0.0043,Wealth Accumulation,Medium
2018-02-25,59.76,0.0,12658.44,-0.0026,Wealth Accumulation,Medium
2018-02-26,49.25,9.87,12768.31,0.0079,Wealth Accumulation,Medium
2018-02-27,59.45,0.0,12790.02,0.0017,Wealth Accumulation,Medium
2018-02-28,43.61,0.0,12902.57,0.0088,Wealth Accumulation,Medium
2018-03-01,54.8,0.0,12928.38,0.002,Wealth Accumulation,Medium
2018-03-02,47.48,0.0,12916.74,-0.0009,Wealth Accumulation,Medium
2018-03-03,45.29,0.0,12879.28,-0.0029,Wealth Accumulation,Medium
2018-03-04,44.42,0.0,12816.17,-0.0049,Wealth Accumulation,Medium
2018-03-05,56.81,0.0,12854.62,0.003,Wealth Accumulation,Medium
2018-03-06,49.69,0.0,12810.92,-0.0034,Wealth Accumulation,Medium
2018-03-07,57.39,0.0,12822.45,0.0009,Wealth Accumulation,Medium
2018-03-08,44.2,0.0,12871.17,0.0038,Wealth Accumulation,Medium
2018-03-09,49.21,0.0,12859.59,-0.0009,Wealth Accumulation,Medium
2018-03-10,53.69,0.0,12828.72,-0.0024,Wealth Accumulation,Medium
2018-03-11,58.72,0.0,12913.39,0.0066,Wealth Accumulation,Medium
2018-03-12,49.28,0.0,13032.2,0.0092,Wealth Accumulation,Medium
2018-03-13,55.43,0.0,12986.59,-0.0035,Wealth Accumulation,Medium
2018-03-14,60.63,8.4,12959.92,-0.0027,Wealth Accumulation,Medium
2018-03-15,55.23,0.0,13081.74,0.0094,Wealth Accumulation,Medium
2018-03-16,47.58,0.0,13024.18,-0.0044,Wealth Accumulation,Medium
2018-03-17,43.41,0.0,13150.52,0.0097,Wealth Accumulation,Medium
2018-03-18,60.33,0.0,13086.08,-0.0049,Wealth Accumulation,Medium
2018-03-19,43.35,7.13,13199.21,0.0081,Wealth Accumulation,Medium
2018-03-20,60.43,0.0,13193.93,-0.0004,Wealth Accumulation,Medium
2018-03-21,53.51,0.0,13313.99,0.0091,Wealth Accumulation,Medium
2018-03-22,61.72,0.0,13311.33,-0.0002,Wealth Accumulation,Medium
2018-03-23,58.92,8.88,13384.11,0.0048,Wealth Accumulation,Medium
2018-03-24,62.9,0.0,13333.25,-0.0038,Wealth Accumulation,Medium
2018-03-25,49.96,0.0,13314.58,-0.0014,Wealth Accumulation,Medium
2018-03-26,58.29,8.07,13410.53,0.0066,Wealth Accumulation,Medium
2018-03-27,50.99,0.0,13449.42,0.0029,Wealth Accumulation,Medium
2018-03-28,52.55,7.32,13576.44,0.0089,Wealth Accumulation,Medium
2018-03-29,55.51,0.0,13595.44,0.0014,Wealth Accumulation,Medium
2018-03-30,60.43,8.83,13713.04,0.008,Wealth Accumulation,Medium
2018-03-31,62.64,8.06,13744.41,0.0017,Wealth Accumulation,Medium
2018-04-01,58.33,0.0,13877.73,0.0097,Wealth Accumulation,Medium
2018-04-02,51.32,7.52,14015.7,0.0094,Wealth Accumulation,Medium
2018-04-03,51.4,9.17,14023.47,-0.0001,Wealth Accumulation,Medium
2018-04-04,57.73,0.0,14139.86,0.0083,Wealth Accumulation,Medium
2018-04-05,47.75,0.0,14248.74,0.0077,Wealth Accumulation,Medium
2018-04-06,45.19,0.0,14223.09,-0.0018,Wealth Accumulation,Medium
2018-04-07,50.08,0.0,14285.67,0.0044,Wealth Accumulation,Medium
2018-04-08,48.73,0.0,14229.96,-0.0039,Wealth Accumulation,Medium
2018-04-09,48.91,0.0,14338.11,0.0076,Wealth Accumulation,Medium
2018-04-10,47.66,7.82,14311.52,-0.0024,Wealth Accumulation,Medium
2018-04-11,43.84,6.85,14262.55,-0.0039,Wealth Accumulation,Medium
2018-04-12,43.35,0.0,14276.81,0.001,Wealth Accumulation,Medium
2018-04-13,62.75,0.0,14329.64,0.0037,Wealth Accumulation,Medium
2018-04-14,51.56,0.0,14441.41,0.0078,Wealth Accumulation,Medium
2018-04-15,50.69,0.0,14580.05,0.0096,Wealth Accumulation,Medium
2018-04-16,56.6,0.0,14603.38,0.0016,Wealth Accumulation,Medium
2018-04-17,47.38,9.48,14552.98,-0.0041,Wealth Accumulation,Medium
2018-04-18,62.01,9.14,14652.35,0.0062,Wealth Accumulation,Medium
2018-04-19,58.74,0.0,14703.63,0.0035,Wealth Accumulation,Medium
2018-04-20,44.81,0.0,14728.63,0.0017,Wealth Accumulation,Medium
2018-04-21,51.37,0.0,14722.74,-0.0004,Wealth Accumulation,Medium
2018-04-22,60.61,9.08,14768.62,0.0025,Wealth Accumulation,Medium
2018-04-23,61.92,0.0,14770.1,0.0001,Wealth Accumulation,Medium
2018-04-24,52.38,0.0,14864.63,0.0064,Wealth Accumulation,Medium
2018-04-25,55.3,7.06,14919.26,0.0032,Wealth Accumulation,Medium
2018-04-26,46.38,0.0,15041.59,0.0082,Wealth Accumulation,Medium
2018-04-27,62.86,0.0,15089.73,0.0032,Wealth Accumulation,Medium
2018-04-28,47.68,0.0,15068.6,-0.0014,Wealth Accumulation,Medium
2018-04-29,61.9,0.0,15186.14,0.0078,Wealth Accumulation,Medium
2018-04-30,56.04,9.06,15246.83,0.0034,Wealth Accumulation,Medium
2018-05-01,55.21,0.0,15217.86,-0.0019,Wealth Accumulation,Medium
2018-05-02,53.31,6.79,15291.61,0.0044,Wealth Accumulation,Medium
2018-05-03,47.67,0.0,15297.73,0.0004,Wealth Accumulation,Medium
2018-05-04,46.59,0.0,15415.52,0.0077,Wealth Accumulation,Medium
2018-05-05,47.47,0.0,15443.27,0.0018,Wealth Accumulation,Medium
2018-05-06,46.79,0.0,15534.38,0.0059,Wealth Accumulation,Medium
2018-05-07,58.66,0.0,15478.46,-0.0036,Wealth Accumulation,Medium
2018-05-08,50.07,0.0,15492.39,0.0009,Wealth Accumulation,Medium
2018-05-09,44.23,0.0,15642.67,0.0097,Wealth Accumulation,Medium
2018-05-10,62.46,0.0,15753.73,0.0071,Wealth Accumulation,Medium
2018-05-11,60.76,0.0,15712.77,-0.0026,Wealth Accumulation,Medium
2018-05-12,61.64,0.0,15700.2,-0.0008,Wealth Accumulation,Medium
2018-05-13,62.98,0.0,15698.63,-0.0001,Wealth Accumulation,Medium
2018-05-14,46.57,0.0,15773.98,0.0048,Wealth Accumulation,Medium
2018-05-15,51.02,0.0,15874.94,0.0064,Wealth Accumulation,Medium
2018-05-16,58.26,6.7,15980.06,0.0062,Wealth Accumulation,Medium
2018-05-17,57.02,9.26,16030.87,0.0026,Wealth Accumulation,Medium
2018-05-18,46.18,8.2,16154.49,0.0072,Wealth Accumulation,Medium
2018-05-19,59.42,0.0,16180.34,0.0016,Wealth Accumulation,Medium
2018-05-20,47.6,0.0,16130.18,-0.0031,Wealth Accumulation,Medium
2018-05-21,47.59,0.0,16186.63,0.0035,Wealth Accumulation,Medium
2018-05-22,53.85,0.0,16337.17,0.0093,Wealth Accumulation,Medium
2018-05-23,54.97,0.0,16449.9,0.0069,Wealth Accumulation,Medium
2018-05-24,54.72,0.0,16510.76,0.0037,Wealth Accumulation,Medium
2018-05-25,44.95,9.97,16598.33,0.0047,Wealth Accumulation,Medium
2018-05-26,60.67,9.53,16757.25,0.009,Wealth Accumulation,Medium
2018-05-27,48.44,0.0,16780.71,0.0014,Wealth Accumulation,Medium
2018-05-28,45.72,0.0,16780.71,-0.0,Wealth Accumulation,Medium
2018-05-29,60.91,0.0,16943.48,0.0097,Wealth Accumulation,Medium
2018-05-30,62.25,6.69,17085.72,0.008,Wealth Accumulation,Medium
2018-05-31,60.38,0.0,17082.3,-0.0002,Wealth Accumulation,Medium
2018-06-01,59.33,7.45,17123.91,0.002,Wealth Accumulation,Medium
2018-06-02,56.25,9.4,17153.86,0.0012,Wealth Accumulation,Medium
2018-06-03,54.16,7.79,17113.62,-0.0028,Wealth Accumulation,Medium
2018-06-04,44.89,9.43,17283.92,0.0094,Wealth Accumulation,Medium
2018-06-05,51.32,0.0,17302.93,0.0011,Wealth Accumulation,Medium
2018-06-06,50.61,7.69,17450.78,0.0081,Wealth Accumulation,Medium
2018-06-07,48.35,0.0,17412.38,-0.0022,Wealth Accumulation,Medium
2018-06-08,57.63,0.0,17468.1,0.0032,Wealth Accumulation,Medium
2018-06-09,53.08,6.89,17394.64,-0.0046,Wealth Accumulation,Medium
2018-06-10,44.79,7.29,17515.0,0.0065,Wealth Accumulation,Medium
2018-06-11,47.57,0.0,17579.8,0.0037,Wealth Accumulation,Medium
2018-06-12,56.84,7.64,17664.79,0.0044,Wealth Accumulation,Medium
2018-06-13,44.7,0.0,17590.6,-0.0042,Wealth Accumulation,Medium
2018-06-14,60.2,0.0,17558.94,-0.0018,Wealth Accumulation,Medium
2018-06-15,53.08,9.59,17500.05,-0.0039,Wealth Accumulation,Medium
2018-06-16,52.8,0.0,17487.8,-0.0007,Wealth Accumulation,Medium
2018-06-17,55.04,8.31,17573.05,0.0044,Wealth Accumulation,Medium
2018-06-18,59.68,0.0,17634.56,0.0035,Wealth Accumulation,Medium
2018-06-19,50.15,0.0,17708.63,0.0042,Wealth Accumulation,Medium
2018-06-20,56.76,9.84,17775.13,0.0032,Wealth Accumulation,Medium
2018-06-21,54.51,6.87,17766.01,-0.0009,Wealth Accumulation,Medium
2018-06-22,48.54,0.0,17742.91,-0.0013,Wealth Accumulation,Medium
2018-06-23,60.78,0.0,17691.45,-0.0029,Wealth Accumulation,Medium
2018-06-24,59.16,7.73,17835.41,0.0077,Wealth Accumulation,Medium
2018-06-25,56.38,0.0,17910.32,0.0042,Wealth Accumulation,Medium
2018-06-26,60.22,0.0,17870.92,-0.0022,Wealth Accumulation,Medium
2018-06-27,60.56,0.0,17829.81,-0.0023,Wealth Accumulation,Medium
2018-06-28,57.39,8.78,17983.01,0.0081,Wealth Accumulation,Medium
2018-06-29,59.96,0.0,18092.71,0.0061,Wealth Accumulation,Medium
2018-06-30,57.17,0.0,18181.36,0.0049,Wealth Accumulation,Medium
2018-07-01,56.83,9.7,18211.06,0.0011,Wealth Accumulation,Medium
2018-07-02,55.6,0.0,18191.03,-0.0011,Wealth Accumulation,Medium
2018-07-03,58.29,0.0,18367.48,0.0097,Wealth Accumulation,Medium
2018-07-04,46.41,0.0,18496.06,0.007,Wealth Accumulation,Medium
2018-07-05,60.86,6.93,18493.74,-0.0005,Wealth Accumulation,Medium
2018-07-06,60.68,0.0,18636.14,0.0077,Wealth Accumulation,Medium
2018-07-07,43.83,0.0,18755.41,0.0064,Wealth Accumulation,Medium
2018-07-08,59.76,0.0,18746.03,-0.0005,Wealth Accumulation,Medium
2018-07-09,45.83,0.0,18772.28,0.0014,Wealth Accumulation,Medium
2018-07-10,49.96,0.0,18730.98,-0.0022,Wealth Accumulation,Medium
2018-07-11,58.13,0.0,18669.17,-0.0033,Wealth Accumulation,Medium
2018-07-12,46.47,8.37,18785.82,0.0058,Wealth Accumulation,Medium
2018-07-13,59.62,0.0,18767.03,-0.001,Wealth Accumulation,Medium
2018-07-14,59.91,0.0,18904.03,0.0073,Wealth Accumulation,Medium
2018-07-15,53.42,9.7,19100.88,0.0099,Wealth Accumulation,Medium
2018-07-16,43.4,0.0,19026.39,-0.0039,Wealth Accumulation,Medium
2018-07-17,49.01,0.0,19066.34,0.0021,Wealth Accumulation,Medium
2018-07-18,55.62,7.33,19207.14,0.007,Wealth Accumulation,Medium
2018-07-19,62.9,7.61,19345.36,0.0068,Wealth Accumulation,Medium
2018-07-20,55.92,7.63,19476.8,0.0064,Wealth Accumulation,Medium
2018-07-21,48.48,7.92,19488.61,0.0002,Wealth Accumulation,Medium
2018-07-22,55.97,0.0,19523.69,0.0018,Wealth Accumulation,Medium
2018-07-23,54.09,8.48,19608.31,0.0039,Wealth Accumulation,Medium
2018-07-24,58.89,0.0,19796.55,0.0096,Wealth Accumulation,Medium
2018-07-25,45.44,0.0,19794.57,-0.0001,Wealth Accumulation,Medium
2018-07-26,58.52,7.23,19976.0,0.0088,Wealth Accumulation,Medium
2018-07-27,54.13,0.0,19956.02,-0.001,Wealth Accumulation,Medium
2018-07-28,62.57,0.0,20151.59,0.0098,Wealth Accumulation,Medium
2018-07-29,50.15,0.0,20254.36,0.0051,Wealth Accumulation,Medium
2018-07-30,55.96,9.13,20304.0,0.002,Wealth Accumulation,Medium
2018-07-31,61.95,8.82,20398.1,0.0042,Wealth Accumulation,Medium
2018-08-01,45.37,0.0,20379.74,-0.0009,Wealth Accumulation,Medium
2018-08-02,62.06,0.0,20361.4,-0.0009,Wealth Accumulation,Medium
2018-08-03,57.08,0.0,20294.21,-0.0033,Wealth Accumulation,Medium
2018-08-04,44.68,0.0,20227.23,-0.0033,Wealth Accumulation,Medium
2018-08-05,49.35,8.05,20239.33,0.0002,Wealth Accumulation,Medium
2018-08-06,57.5,0.0,20368.86,0.0064,Wealth Accumulation,Medium
2018-08-07,44.68,7.58,20459.95,0.0041,Wealth Accumulation,Medium
2018-08-08,54.98,9.85,20398.19,-0.0035,Wealth Accumulation,Medium
2018-08-09,50.26,0.0,20557.3,0.0078,Wealth Accumulation,Medium
2018-08-10,55.76,7.84,20647.37,0.004,Wealth Accumulation,Medium
2018-08-11,44.26,0.0,20841.46,0.0094,Wealth Accumulation,Medium
2018-08-12,60.78,0.0,20947.75,0.0051,Wealth Accumulation,Medium
2018-08-13,62.82,7.97,20905.44,-0.0024,Wealth Accumulation,Medium
2018-08-14,62.73,0.0,20949.34,0.0021,Wealth Accumulation,Medium
2018-08-15,58.35,0.0,21047.81,0.0047,Wealth Accumulation,Medium
2018-08-16,45.96,0.0,20950.99,-0.0046,Wealth Accumulation,Medium
2018-08-17,58.53,7.03,20857.45,-0.0048,Wealth Accumulation,Medium
2018-08-18,43.86,0.0,20792.79,-0.0031,Wealth Accumulation,Medium
2018-08-19,43.81,0.0,20767.84,-0.0012,Wealth Accumulation,Medium
2018-08-20,49.84,0.0,20796.92,0.0014,Wealth Accumulation,Medium
2018-08-21,53.15,7.81,20852.56,0.0023,Wealth Accumulation,Medium
2018-08-22,58.79,0.0,20792.09,-0.0029,Wealth Accumulation,Medium
2018-08-23,57.05,7.31,20905.44,0.0051,Wealth Accumulation,Medium
2018-08-24,52.3,0.0,20986.97,0.0039,Wealth Accumulation,Medium
2018-08-25,48.86,9.79,20984.17,-0.0006,Wealth Accumulation,Medium
2018-08-26,63.33,0.0,20883.44,-0.0048,Wealth Accumulation,Medium
2018-08-27,51.92,0.0,20804.08,-0.0038,Wealth Accumulation,Medium
2018-08-28,52.42,8.75,20831.56,0.0009,Wealth Accumulation,Medium
2018-08-29,46.67,9.36,20784.67,-0.0027,Wealth Accumulation,Medium
2018-08-30,59.3,0.0,20799.22,0.0007,Wealth Accumulation,Medium
2018-08-31,57.28,0.0,20890.74,0.0044,Wealth Accumulation,Medium
2018-09-01,47.82,0.0,20957.59,0.0032,Wealth Accumulation,Medium
2018-09-02,45.06,0.0,20926.15,-0.0015,Wealth Accumulation,Medium
2018-09-03,57.02,7.85,20938.19,0.0002,Wealth Accumulation,Medium
2018-09-04,56.51,0.0,21026.13,0.0042,Wealth Accumulation,Medium
2018-09-05,48.88,0.0,21192.23,0.0079,Wealth Accumulation,Medium
2018-09-06,62.44,0.0,21325.75,0.0063,Wealth Accumulation,Medium
2018-09-07,46.45,0.0,21396.12,0.0033,Wealth Accumulation,Medium
2018-09-08,52.07,0.0,21404.68,0.0004,Wealth Accumulation,Medium
2018-09-09,62.3,0.0,21415.38,0.0005,Wealth Accumulation,Medium
2018-09-10,51.83,7.46,21598.45,0.0082,Wealth Accumulation,Medium
2018-09-11,56.21,0.0,21503.41,-0.0044,Wealth Accumulation,Medium
2018-09-12,51.39,0.0,21714.15,0.0098,Wealth Accumulation,Medium
2018-09-13,48.93,8.67,21831.39,0.005,Wealth Accumulation,Medium
2018-09-14,63.12,0.0,21944.91,0.0052,Wealth Accumulation,Medium
2018-09-15,51.63,0.0,21848.35,-0.0044,Wealth Accumulation,Medium
2018-09-16,61.33,0.0,21937.93,0.0041,Wealth Accumulation,Medium
2018-09-17,48.05,0.0,21988.39,0.0023,Wealth Accumulation,Medium
2018-09-18,47.72,0.0,21913.63,-0.0034,Wealth Accumulation,Medium
2018-09-19,44.08,9.34,21905.44,-0.0008,Wealth Accumulation,Medium
2018-09-20,56.5,0.0,22089.44,0.0084,Wealth Accumulation,Medium
2018-09-21,50.84,0.0,22160.13,0.0032,Wealth Accumulation,Medium
2018-09-22,60.76,0.0,22186.72,0.0012,Wealth Accumulation,Medium
2018-09-23,52.93,0.0,22100.19,-0.0039,Wealth Accumulation,Medium
2018-09-24,62.84,8.95,22235.12,0.0057,Wealth Accumulation,Medium
2018-09-25,47.19,0.0,22357.41,0.0055,Wealth Accumulation,Medium
2018-09-26,60.85,0.0,22451.31,0.0042,Wealth Accumulation,Medium
2018-09-27,59.01,0.0,22511.93,0.0027,Wealth Accumulation,Medium
2018-09-28,58.9,0.0,22545.7,0.0015,Wealth Accumulation,Medium
2018-09-29,60.38,0.0,22633.62,0.0039,Wealth Accumulation,Medium
2018-09-30,58.71,0.0,22599.67,-0.0015,Wealth Accumulation,Medium
2018-10-01,56.02,0.0,22805.33,0.0091,Wealth Accumulation,Medium
2018-10-02,46.12,0.0,22891.99,0.0038,Wealth Accumulation,Medium
2018-10-03,44.15,0.0,22885.12,-0.0003,Wealth Accumulation,Medium
2018-10-04,61.92,0.0,22924.03,0.0017,Wealth Accumulation,Medium
2018-10-05,55.84,0.0,23086.79,0.0071,Wealth Accumulation,Medium
2018-10-06,59.44,0.0,23026.76,-0.0026,Wealth Accumulation,Medium
2018-10-07,53.14,6.69,23019.64,-0.0006,Wealth Accumulation,Medium
2018-10-08,45.86,0.0,23139.34,0.0052,Wealth Accumulation,Medium
2018-10-09,46.02,7.08,23139.48,-0.0003,Wealth Accumulation,Medium
2018-10-10,57.23,0.0,23299.14,0.0069,Wealth Accumulation,Medium
2018-10-11,52.13,0.0,23229.24,-0.003,Wealth Accumulation,Medium
2018-10-12,47.54,0.0,23377.91,0.0064,Wealth Accumulation,Medium
2018-10-13,53.36,0.0,23284.4,-0.004,Wealth Accumulation,Medium
2018-10-14,44.82,7.35,23179.98,-0.0048,Wealth Accumulation,Medium
2018-10-15,55.17,0.0,23377.01,0.0085,Wealth Accumulation,Medium
2018-10-16,48.92,0.0,23463.51,0.0037,Wealth Accumulation,Medium
2018-10-17,59.49,0.0,23470.55,0.0003,Wealth Accumulation,Medium
2018-10-18,49.75,8.51,23443.85,-0.0015,Wealth Accumulation,Medium
2018-10-19,52.65,0.0,23544.66,0.0043,Wealth Accumulation,Medium
2018-10-20,43.78,0.0,23605.88,0.0026,Wealth Accumulation,Medium
2018-10-21,45.0,0.0,23839.57,0.0099,Wealth Accumulation,Medium
2018-10-22,51.4,0.0,24070.82,0.0097,Wealth Accumulation,Medium
2018-10-23,53.16,0.0,24179.14,0.0045,Wealth Accumulation,Medium
2018-10-24,55.56,0.0,24217.82,0.0016,Wealth Accumulation,Medium
2018-10-25,49.4,0.0,24275.95,0.0024,Wealth Accumulation,Medium
2018-10-26,57.47,0.0,24402.18,0.0052,Wealth Accumulation,Medium
2018-10-27,60.77,9.84,24326.61,-0.0035,Wealth Accumulation,Medium
2018-10-28,59.17,0.0,24324.18,-0.0001,Wealth Accumulation,Medium
2018-10-29,44.37,0.0,24229.32,-0.0039,Wealth Accumulation,Medium
2018-10-30,53.19,9.6,24144.42,-0.0039,Wealth Accumulation,Medium
2018-10-31,45.68,6.83,24100.55,-0.0021,Wealth Accumulation,Medium
2018-11-01,48.42,0.0,24155.98,0.0023,Wealth Accumulation,Medium
2018-11-02,63.32,8.22,24328.46,0.0068,Wealth Accumulation,Medium
2018-11-03,46.44,0.0,24384.42,0.0023,Wealth Accumulation,Medium
2018-11-04,53.57,9.15,24393.57,0.0,Wealth Accumulation,Medium
2018-11-05,55.96,0.0,24300.87,-0.0038,Wealth Accumulation,Medium
2018-11-06,57.65,8.08,24389.14,0.0033,Wealth Accumulation,Medium
2018-11-07,54.79,7.81,24375.0,-0.0009,Wealth Accumulation,Medium
2018-11-08,43.8,0.0,24477.38,0.0042,Wealth Accumulation,Medium
2018-11-09,50.14,0.0,24714.81,0.0097,Wealth Accumulation,Medium
